year,duration,start_time,end_time,area,lat,lon
2006,53,1161302400000000000,1165881600000000000,62311128.26154329,39.125,350.625
2007,5,1173398400000000000,1173830400000000000,62311128.26154329,39.125,350.625
2008,16,1203552000000000000,1204934400000000000,62311128.26154329,39.125,350.625
2009,14,1245888000000000000,1247097600000000000,62311128.26154329,39.125,350.625
2009,5,1247443200000000000,1247875200000000000,62311128.26154329,39.125,350.625
2009,13,1254873600000000000,1255996800000000000,62311128.26154329,39.125,350.625
2009,16,1256342400000000000,1257724800000000000,62311128.26154329,39.125,350.625
2010,14,1271635200000000000,1272844800000000000,62311128.26154329,39.125,350.625
2011,8,1296518400000000000,1297209600000000000,62311128.26154329,39.125,350.625
2011,7,1302566400000000000,1303171200000000000,62311128.26154329,39.125,350.625
2011,44,1303603200000000000,1307404800000000000,62311128.26154329,39.125,350.625
2012,8,1344988800000000000,1345680000000000000,62311128.26154329,39.125,350.625
2013,15,1381708800000000000,1383004800000000000,62311128.26154329,39.125,350.625
2014,41,1409702400000000000,1413244800000000000,62311128.26154329,39.125,350.625
2014,16,1413590400000000000,1414972800000000000,62311128.26154329,39.125,350.625
2015,16,1446768000000000000,1448150400000000000,62311128.26154329,39.125,350.625
2015,50,1449964800000000000,1454284800000000000,62311128.26154329,39.125,350.625
2016,7,1454803200000000000,1455408000000000000,62311128.26154329,39.125,350.625
2016,5,1465171200000000000,1465603200000000000,62311128.26154329,39.125,350.625
2017,5,1492128000000000000,1492560000000000000,62311128.26154329,39.125,350.625
2017,5,1495497600000000000,1495929600000000000,62311128.26154329,39.125,350.625
2017,7,1497744000000000000,1498348800000000000,62311128.26154329,39.125,350.625
2020,8,1588377600000000000,1589068800000000000,62311128.26154329,39.125,350.625
2020,22,1589587200000000000,1591488000000000000,62311128.26154329,39.125,350.625
2021,8,1618444800000000000,1619136000000000000,62311128.26154329,39.125,350.625
2021,16,1630540800000000000,1631923200000000000,62311128.26154329,39.125,350.625
2022,17,1662595200000000000,1664064000000000000,62311128.26154329,39.125,350.625
